Establishment_id,Name,Category,Inspection_date,Inspection_results,City,State,Zip,Address_line_1,Address_line_2,Food_from_approved_source,Food_protected_from_contamination,Ill_workers_restricted,Proper_hand_washing,Cooling_time_and_temperature,Cold_holding_temperature,Hot_holding_temperature,Cooking_time_and_temperature,Reheating_time_and_temperature,Hot_and_cold_running_water_provided,Proper_sewage_disposal,No_bare_hand_contact,Adequate_hand_washing_facilities,Rodent_and_insects,Food_contact_surfaces_and_equipment,Inspection_type,Owner,Type,Location,Zip Codes
13326,THE HOTEL @ UMCP - BAGELS 'N GRINDS,Full Service,06/28/2018 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,7777 BALTIMORE AVE,A,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Monitoring,ADAM GREENBERG,Food Establishments,POINT (-76.936569 38.986309),15306
13326,THE HOTEL @ UMCP - BAGELS 'N GRINDS,Full Service,12/10/2018 12:00:00 AM,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,7777 BALTIMORE AVE,A,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,ADAM GREENBERG,Food Establishments,POINT (-76.936569 38.986309),15306
13326,THE HOTEL @ UMCP - BAGELS 'N GRINDS,Full Service,08/13/2019 12:00:00 AM,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,7777 BALTIMORE AVE,A,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,ADAM GREENBERG,Food Establishments,POINT (-76.936569 38.986309),15306
13334,THE HOTEL @ UMCP - LOBBY BAR,Full Service,12/19/2018 12:00:00 AM,Compliant - No Health Risk,COLLEGE PARK,MD,20740,7777 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,SUSAN HILLMAN,Food Establishments,POINT (-76.936569 38.986309),15306
13326,THE HOTEL @ UMCP - BAGELS 'N GRINDS,Full Service,07/13/2018 12:00:00 AM,Compliance Schedule - Completed,COLLEGE PARK,MD,20740,7777 BALTIMORE AVE,A,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,ADAM GREENBERG,Food Establishments,POINT (-76.936569 38.986309),15306
8116,SEVEN ELEVEN 35726A,Convenience Store,07/09/2020 12:00:00 AM,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,7201 BALTIMORE AVE,A,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,RUCHEE JUDGE,Food Establishments,POINT (-76.93784 38.977805),15305
84,BAGEL PLACE OF COLLEGE PARK,Fast Food - Local,07/15/2020 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,7423 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,DEBORA KARANOVICH,Food Establishments,POINT (-76.937838 38.981915),15305
2284,STARBUCKS COFFEE 9524,Coffee Shop,07/09/2020 12:00:00 AM,Compliance Schedule - Completed,COLLEGE PARK,MD,20740,7336 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,MARY HER,Food Establishments,POINT (-76.937981 38.980409),15305
13337,THE HOTEL @ UMCP - CONCIERGE LOUNGE,Full Service,05/22/2018 12:00:00 AM,Compliant - No Health Risk,COLLEGE PARK,MD,20740,7777 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,SUSAN HILLMAN,Food Establishments,POINT (-76.936569 38.986309),15306
13385,THE HOTEL @ UMCP - SUNDRY CONVENIENCE,Convenience Store,05/22/2018 12:00:00 AM,Compliant - No Health Risk,COLLEGE PARK,MD,20740,7777 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,SUSAN HILLMAN,Food Establishments,POINT (-76.936569 38.986309),15306
13337,THE HOTEL @ UMCP - CONCIERGE LOUNGE,Full Service,12/19/2018 12:00:00 AM,Compliant - No Health Risk,COLLEGE PARK,MD,20740,7777 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,SUSAN HILLMAN,Food Establishments,POINT (-76.936569 38.986309),15306
136,BUFFALO WILD WINGS,Restaurant,07/17/2020 12:00:00 AM,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,10240 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Comprehensive,JOHN WEILER,Food Establishments,POINT (-76.924347 39.022819),15305
8116,SEVEN ELEVEN 35726A,Convenience Store,06/10/2020 12:00:00 AM,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,7201 BALTIMORE AVE,A,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Food Complaint,RUCHEE JUDGE,Food Establishments,POINT (-76.93784 38.977805),15305
1146,PIZZA HUT 23538,Fast Food - Chain,06/11/2020 12:00:00 AM,Compliance Schedule - Completed,COLLEGE PARK,MD,20740,9015 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,LUIS IBARGUENGOYTIA,Food Establishments,POINT (-76.931327 38.999878),15305
2334,UMCP - MD STADIUM LOWER CONCOURSE STANDS 12-20,College/University,11/02/2019 12:00:00 AM,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,Joseph Mullineaux,Food Establishments,POINT (-76.948226 38.984828),15306
2138,POTBELLY SANDWICH WORKS,Fast Food,11/06/2019 12:00:00 AM,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Comprehensive,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151),15305
8349,UMCP - CREATIVE COMMONS AT TAWES,College/University,11/01/2019 12:00:00 AM,Compliant - No Health Risk,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,Joseph Mullineaux,Food Establishments,POINT (-76.948226 38.984828),15306
1532,TEN REN'S TEA TIME,Full Service,11/07/2019 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,7418 BALTIMORE AVE,------,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Comprehensive,YAO-TSUNG LIU,Food Establishments,POINT (-76.937978 38.981327),15305
8268,TROPICAL SMOOTHIE CAFE,Carry-out,11/06/2019 12:00:00 AM,Compliance Schedule - Completed,COLLEGE PARK,MD,20740,10260 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,JIGNA PATEL,Food Establishments,POINT (-76.924545 39.022579),15305
1146,PIZZA HUT 23538,Full Service,11/06/2019 12:00:00 AM,Compliant - No Health Risk,COLLEGE PARK,MD,20740,9015 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Food Complaint,DONALD HARTY,Food Establishments,POINT (-76.931327 38.999878),15305
2339,UMCP - MD STADIUM UPPER CONCOURSE STANDS 302-312,College/University,11/02/2019 12:00:00 AM,------,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,JOSEPH MULLINEAUX,Food Establishments,POINT (-76.948226 38.984828),15306
2337,UMCP - MD STADIUM CONCESSIONS 23-28,College/University,11/02/2019 12:00:00 AM,Compliant - No Health Risk,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,Joseph Mullineaux,Food Establishments,POINT (-76.948226 38.984828),15306
2921,UMCP - OFF THE RECORD,College/University,11/01/2019 12:00:00 AM,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,Joseph Mullineaux,Food Establishments,POINT (-76.948226 38.984828),15306
2336,UMCP - MD STADIUM LOWER CONCOURSE STANDS 2-10,College/University,11/02/2019 12:00:00 AM,------,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,JOSEPH MULLINEAUX,Food Establishments,POINT (-76.948226 38.984828),15306
7438,MOM'S ORGANIC MARKET,Convenience Store,11/08/2019 12:00:00 AM,------,COLLEGE PARK,MD,20740,9801 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,SCOTT NASH,Food Establishments,POINT (-76.921165 39.014748),15305
2335,UMCP - MD STADIUM MID CONCOURSE STANDS 205-212,College/University,11/02/2019 12:00:00 AM,------,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,Joseph Mullineaux,Food Establishments,POINT (-76.948226 38.984828),15306
7379,DOMINO'S PIZZA 4658,Carry-out,11/04/2019 12:00:00 AM,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,8904 62ND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,MARY CARRAWAY,Food Establishments,POINT (-76.907371 38.996269),15305
1596,UMCP - MD STADIUM TYSER TOWER PRESS BOX,College/University,11/02/2019 12:00:00 AM,Compliant - No Health Risk,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,JOSEPH MULLINEAUX,Food Establishments,POINT (-76.948226 38.984828),15306
7465,UMCP - QUANTUM CAFE,College/University,11/05/2019 12:00:00 AM,Compliant - No Health Risk,COLLEGE PARK,MD,20742,3618 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,JOSEPH MULLINEAUX,Food Establishments,POINT (-76.95122 38.984683),8789
